a,tau_rq_03_LF95,tau_rq_07_LF95,tau_rq_03_LF05,tau_rq_07_LF05
1.3120240480961924,16913.64833370359,38844.96189771806,353317.7035896863,811451.9388689052
1.3168336673346694,16893.031341354905,38797.6116001105,352887.02487106534,810462.8146962301
1.3216432865731462,16872.514507635828,38750.49133319024,352458.43841641425,809478.495750233
1.3264529058116232,16852.09698412752,38703.59914842456,352031.9265026856,808498.9413270338
1.3312625250501002,16831.77793264078,38656.93312077474,351607.4716205234,807524.111213531
1.3360721442885772,16811.556525056287,38610.491348329175,351185.0564709269,806553.9656797373
1.3408817635270542,16791.431943167903,38564.27195194361,350764.66396197677,805588.4654712633
1.345691382765531,16771.403378528958,38518.27307488787,350346.2772056239,804627.5718019386
1.350501002004008,16751.47003230141,38472.49288249969,349929.8795145391,803671.2463465811
1.355310621242485,16731.631115108004,38426.92956184496,349515.45439902385,802719.4512338985
1.360120240480962,16711.88584688702,38381.58132138428,349102.9855639767,801772.1490395237
1.3649298597194388,16692.233456749964,38336.44639064601,348692.45690592023,800829.3027791847
1.3697394789579158,16672.67318284173,38291.5230199052,348283.8525100802,799890.8759019972
1.3745490981963928,16653.204272203544,38246.80947986884,347877.1566475223,798956.8322838892
1.3793587174348698,16633.82598063837,38202.30406136654,347472.3537723404,798027.1362211425
1.3841683366733468,16614.537572578796,38158.00507504739,347069.4285188971,797101.7524240555
1.3889779559118236,16595.338320957435,38113.91085108209,346668.36569911597,796180.6460107251
1.3937875751503006,16576.227507079642,38070.019738870775,346269.15029982355,795263.7825009407
1.3985971943887776,16557.204420498638,38026.330106756126,345871.7674801398,794351.127810192
1.4034068136272546,16538.268358892852,37982.840341741685,345476.2025689161,793442.6482437855
1.4082164328657314,16519.41862794555,37939.548849215425,345082.4410622213,792538.3104910684
1.4130260521042084,16500.654541226595,37896.4540526782,344690.46862087125,791638.0816197577
1.4178356713426854,16481.975420076462,37853.554393477294,344300.2710680056,790741.9290703731
1.4226452905811624,16463.38059349216,37810.84833054453,343911.83438670606,789849.8206507665
1.4274549098196394,16444.86939801543,37768.3343401394,343525.1447176589,788961.7245307565
1.4322645290581162,16426.441177622757,37726.01091559653,343140.18835685955,788077.6092368527
1.4370741482965932,16408.09528361744,37683.87656707776,342756.9517533562,787197.4436470767
1.4418837675350702,16389.831074523583,37641.92982132871,342375.42150703655,786321.196985877
1.4466933867735472,16371.647915981956,37600.16922143956,341995.58436645154,785448.8388191317
1.451503006012024,16353.54518064768,37558.593326610106,341617.4272266786,784580.3390492412
1.456312625250501,16335.522248089725,37517.20071191894,341240.9371272221,783715.667910306
1.461122244488978,16317.578504692226,37475.98996809678,340866.1012499517,782854.7959633912
1.465931863727455,16299.713343557412,37434.95970130357,340492.9069170747,781997.6940918711
1.470741482965932,16281.926164410363,37394.10853290968,340121.3415891466,781144.3334968585
1.4755511022044088,16264.216373505324,37353.435099280825,339751.39286311367,780294.685692711
1.4803607214428858,16246.58338353373,37312.93805156673,339383.04847039207,779448.7225026169
1.4851703406813628,16229.026613533691,37272.61605549334,339016.29627497704,778606.416054255
1.4899799599198398,16211.54548880122,37232.467791158844,338651.12427158747,777767.7387755328
1.4947895791583166,16194.139440802785,37192.49195283296,338287.5205838413,776932.6633903937
1.4995991983967936,16176.807907089562,37152.68724875988,337925.4734624617,776101.1629147013
1.5044088176352706,16159.550331212951,37113.05240096432,337564.9712835145,775273.2106521875
1.5092184368737476,16142.366162641694,37073.586145061134,337206.0025466751,774448.780190475
1.5140280561122246,16125.254856680307,37034.28723006798,336848.5558735259,773627.8453971652
1.5188376753507014,16108.215874388912,36995.15441822122,336492.6200058809,772810.3804159908
1.5236472945891784,16091.24868250445,36956.18648479494,336138.1838041397,771996.3596630364
1.5284569138276554,16074.352753363151,36917.38221792294,335785.23624566867,771185.7578230193
1.5332665330661324,16057.527564824366,36878.74041842372,335433.7664232092,770378.5498456351
1.5380761523046091,16040.77260019566,36840.25989962858,335083.76354331337,769574.7109419643
1.5428857715430861,16024.087348159112,36801.93948721218,334735.21692480415,768774.2165809345
